Epoch,Train_Loss,Valid_Loss,Hit_10,MeanRank
1,143708.8125,1326.2330322265625,0.002828854314002829,16183.809759547383
2,96685.6640625,1101.447509765625,0.007425742574257425,13731.810113154173
3,65494.8671875,963.087890625,0.014497878359264497,11682.974186704385
4,45267.77734375,818.2238159179688,0.016265912305516265,9730.327439886845
5,31914.435546875,668.519287109375,0.015205091937765204,8258.582743988685
6,23457.830078125,585.3826904296875,0.02652050919377652,6387.138967468175
7,17572.21484375,476.4437255859375,0.027934936350777935,5249.041371994343
8,13659.94140625,395.7720947265625,0.033592644978783594,4579.553394625177
9,10694.1171875,354.71282958984375,0.04031117397454031,3590.4649929278644
10,8660.908203125,301.39422607421875,0.05480905233380481,2966.8606789250352
11,6985.25732421875,285.2045593261719,0.08097595473833098,2661.6771570014143
12,5971.41552734375,245.99240112304688,0.08804809052333805,2556.672206506365
13,5045.35791015625,225.54132080078125,0.1074964639321075,2069.9271570014143
14,4196.943359375,197.42251586914062,0.14144271570014144,1767.5088401697312
15,3673.952392578125,195.2970733642578,0.15063649222065065,1650.248585572843
16,3195.327880859375,159.6894073486328,0.16831683168316833,1860.4338755304102
17,2984.324462890625,170.9479522705078,0.18564356435643564,1515.4098302687412
18,2617.94580078125,152.36203002929688,0.2103960396039604,1357.5516265912306
19,2383.27197265625,158.17459106445312,0.23833097595473834,1395.3341584158416
20,2110.060546875,147.85826110839844,0.2606082036775106,1311.5838048090523
21,2014.572509765625,121.66742706298828,0.272984441301273,1599.0979490806224
22,1843.1783447265625,123.11212921142578,0.3094059405940594,1268.8903818953324
23,1641.0623779296875,126.03494262695312,0.3426449787835926,1199.6067892503536
24,1510.06298828125,108.2986068725586,0.36562942008486565,1190.0038896746817
25,1524.069091796875,130.11294555664062,0.37093352192362095,1144.4077086280056
26,1370.8936767578125,107.63521575927734,0.3702263083451202,1311.9257425742574
27,1343.010986328125,87.18277740478516,0.38330975954738333,1157.625530410184
28,1293.1927490234375,111.80108642578125,0.4197312588401697,1120.658062234795
29,1160.8607177734375,100.74032592773438,0.4207920792079208,1062.3698727015558
30,1124.1912841796875,95.10965728759766,0.45084865629420084,1018.745756718529
31,1062.138671875,108.27952575683594,0.46923620933521926,944.560820367751
32,1055.3817138671875,103.29357147216797,0.4664073550212164,1037.0643564356435
33,998.7835083007812,79.23094177246094,0.4915134370579915,924.2393917963225
34,962.2113037109375,100.7137222290039,0.5053041018387553,1089.5251060820367
35,973.1935424804688,110.552978515625,0.49115983026874116,1012.1562942008486
