Seed,Learning_Rate,Early_Stopping_Round,L1_Flag,Embedding_Size,Num_Batches,Num_Epochs,Margin,Filter,Momentum,Optimizer,Loss_Type,,testSet__hit10,testSet__meanrank,one_to_one_head__hit10,one_to_one_head__meanrank,one_to_many_head__hit10,one_to_many_head__meanrank,many_to_one_head__hit10,many_to_one_head__meanrank,many_to_many_head__hit10,many_to_many_head__meanrank,one_to_one_tail__hit10,one_to_one_tail__meanrank,one_to_many_tail__hit10,one_to_many_tail__meanrank,many_to_one_tail__hit10,many_to_one_tail__meanrank,many_to_many_tail__hit10,many_to_many_tail__meanrank
0,0.001,0,1,100,100,1000,1.0,1,0.9,1,0,,0.6802915136022752,60.29942780721505,0.6742788461538461,144.75360576923077,0.840083666096216,38.9553146986119,0.5466018293388908,180.94836169966425,0.6654263356110321,48.956633516000274,0.6766826923076923,155.0252403846154,0.556949990492489,160.4605438296254,0.8361699664235267,38.671876809077226,0.6866923753467289,39.6456486931421
Seed,Learning_Rate,Early_Stopping_Round,L1_Flag,Embedding_Size,Num_Batches,Num_Epochs,Margin,Filter,Momentum,Optimizer,Loss_Type,,testSet__hit10,testSet__meanrank,one_to_one_head__hit10,one_to_one_head__meanrank,one_to_many_head__hit10,one_to_many_head__meanrank,many_to_one_head__hit10,many_to_one_head__meanrank,many_to_many_head__hit10,many_to_many_head__meanrank,one_to_one_tail__hit10,one_to_one_tail__meanrank,one_to_many_tail__hit10,one_to_many_tail__meanrank,many_to_one_tail__hit10,many_to_one_tail__meanrank,many_to_many_tail__hit10,many_to_many_tail__meanrank
0,0.001,0,1,100,100,1,1.0,1,0.9,1,0,,0.033180410015066615,4502.160764165157,0.23918269230769232,4814.712740384615,0.11275907967294162,3283.15326107625,0.0017367141368530739,6550.87981938173,0.014320185824143608,4637.311435852333,0.23798076923076922,5019.9567307692305,0.002852253280091272,6342.922608861,0.15063100613638994,2405.807456292694,0.021739620684211713,4286.969532958979
