Epoch,Train_Loss,Valid_Loss,Hit_10,MeanRank
1,413137.15625,3451.189453125,0.03032498447526392,4509.6054647071
2,281892.1875,2755.025390625,0.06178844959635686,3567.2090664458706
3,214176.84375,2274.667724609375,0.08238459946180915,2941.7462223142206
4,164010.71875,1818.701904296875,0.09935831090871455,2369.7885530945973
5,123519.703125,1552.2781982421875,0.1288553094597392,1793.4274477333886
6,91102.0078125,1276.486328125,0.1412750983233285,1438.192196232664
7,68604.484375,966.5728149414062,0.1761540053819085,1106.2877251086732
8,52428.4453125,828.8245239257812,0.20099358310908713,911.7536741875388
9,41410.625,675.8383178710938,0.22345270130407782,749.18163941213
10,33854.72265625,571.3727416992188,0.24073690747257295,643.8700062098944
11,28282.919921875,510.90478515625,0.26112606085696544,584.2934175119022
12,24633.31640625,503.3719177246094,0.27799627406334093,513.7262471537983
13,21547.908203125,406.6579895019531,0.2966259573587249,466.67584351066034
14,18986.6875,416.3320007324219,0.31215069343821156,424.7829641896088
15,17528.37890625,360.3060607910156,0.3155661353756986,389.3644173049058
16,15909.6435546875,361.78387451171875,0.32343200165597186,379.1490374663631
17,14983.5439453125,327.3759765625,0.3410267025460567,333.7903125646864
18,13816.4248046875,310.80792236328125,0.3533429931691161,321.44762989029186
19,12790.9326171875,278.7321472167969,0.3647277996274063,287.5613744566342
20,12179.9990234375,311.6548767089844,0.36690126267853446,288.9247567791348
21,11488.69140625,289.1025695800781,0.37694059200993585,287.02960049679155
22,10914.431640625,225.69500732421875,0.39122334920306356,271.99016766714965
23,10344.265625,231.1645965576172,0.39370730697578143,278.52204512523286
24,9996.8330078125,233.709716796875,0.405816601117781,230.40571310287726
25,9397.8369140625,207.56040954589844,0.40209066445870423,232.94348996067066
26,9086.9013671875,243.18238830566406,0.41057752018215693,221.15472986959222
27,8858.0732421875,246.25332641601562,0.4138894638791141,238.43169116125026
28,8419.0068359375,208.6665496826172,0.4228938108052163,219.6473814945146
29,8167.42431640625,200.56910705566406,0.42982819292072033,205.7460153177396
30,7783.66796875,190.53729248046875,0.42982819292072033,202.97081349617056
31,7640.0380859375,193.98538208007812,0.44317946594907887,188.64510453322293
32,7357.615234375,207.479736328125,0.44017801697371145,185.42165183191887
33,7213.099609375,182.8466339111328,0.4596356861933347,170.1414820948044
34,6985.48583984375,165.19760131835938,0.4531152970399503,175.21289588077002
35,6859.9716796875,182.9327392578125,0.46087766507969363,173.58259159594286
36,6581.13623046875,190.23362731933594,0.4678120471951977,177.4909956530739
37,6263.0234375,181.5933074951172,0.4659490788656593,166.76464500103498
38,6244.9638671875,170.47364807128906,0.46864003311943697,155.1664251707721
39,6167.337890625,194.93177795410156,0.4785758642103084,145.45559925481268
40,5960.99658203125,158.87353515625,0.4761954046781205,159.68039743324363
41,5933.9912109375,161.35137939453125,0.4870627199337611,149.98281929207204
42,5845.6396484375,148.727783203125,0.4913061477954875,149.22831711860897
43,5554.15234375,151.7633056640625,0.4952390809356241,147.29434899606707
44,5631.806640625,154.54168701171875,0.4946180914924446,143.54760919064375
45,5499.18798828125,138.88607788085938,0.501138480645829,138.00144897536742
46,5327.509765625,158.281005859375,0.4941006002897951,150.85893189815772
47,5259.8095703125,140.5771942138672,0.5067273856344442,135.5383978472366
48,5178.6572265625,127.34272003173828,0.5087973504450425,138.63692817222108
49,5177.58447265625,125.9329605102539,0.5211136410681019,129.27634030221486
50,4966.2587890625,128.74899291992188,0.5158352308010764,124.56116746015317
51,4868.3017578125,146.27392578125,0.5141792589525978,125.31121920927345
52,4775.82568359375,167.19656372070312,0.5156282343200166,130.71744980335333
53,4922.818359375,129.01670837402344,0.5296004967915545,122.78296418960878
54,4772.572265625,121.69652557373047,0.52328710411923,129.33554129579798
55,4762.17578125,125.59783172607422,0.5132477747878286,134.52442558476505
56,4597.60888671875,129.8518829345703,0.5242185882839991,123.57513972262471
57,4559.9375,138.6432647705078,0.5354998965017594,131.21951976816393
58,4501.755859375,103.48064422607422,0.5342579176154005,118.77892775822811
59,4513.5654296875,107.31050109863281,0.5377768577934176,115.21289588077002
60,4450.25634765625,130.8116455078125,0.5354998965017594,128.39422479817844
61,4292.47314453125,129.3876190185547,0.540674808528255,106.4106810184227
62,4185.58203125,122.43069458007812,0.5423307803767335,120.93562409439039
63,4297.109375,116.3380355834961,0.5438832539846823,110.29942040985303
64,4337.435546875,138.91795349121094,0.5400538190850755,120.58404057131028
65,4154.4951171875,102.95094299316406,0.5362243841854688,113.53684537362865
66,4142.8603515625,113.08524322509766,0.5461602152763403,109.55423307803767
67,4111.2333984375,135.1642303466797,0.5378803560339475,119.26485199751605
68,4066.686767578125,126.21437072753906,0.538397847236597,112.94493893603808
69,4141.04296875,111.74520111083984,0.5515421237838957,108.42310080728627
70,3958.5390625,102.61595916748047,0.5540260815566136,104.95332229352101
71,3918.0634765625,130.63912963867188,0.5653073897743738,105.56944731939556
72,3861.222412109375,132.65232849121094,0.5500931484164769,112.37362864831297
73,3875.969970703125,102.80998229980469,0.5669633616228524,107.79548747671289
74,3920.2119140625,102.2301025390625,0.5549575657213828,112.34558062512937
75,3877.630615234375,107.18331146240234,0.5684123369902712,107.98261229559097
76,3754.580322265625,93.10372161865234,0.5685158352308011,102.73193955702753
77,3796.587158203125,109.37068176269531,0.5705858000413992,97.72635065203892
78,3767.759765625,89.89002990722656,0.5617884495963569,100.15390188366798
79,3697.35498046875,117.70917510986328,0.5641689091285448,101.15586835023805
80,3670.57666015625,117.00404357910156,0.576795694473194,107.5131442765473
81,3760.272705078125,91.5837631225586,0.5676878493065618,106.08259159594287
82,3572.53564453125,106.0647964477539,0.5760712067894845,91.13754916166425
83,3579.4736328125,104.32200622558594,0.5685158352308011,101.96067066859864
84,3524.011474609375,96.82513427734375,0.5673773545849721,97.02069964810599
85,3551.520751953125,111.380859375,0.5578555164562202,100.80604429724694
86,3492.444580078125,91.28548431396484,0.5700683088387497,98.391016352722
87,3539.933349609375,115.37237548828125,0.5728627613330574,96.90115918029393
88,3433.89306640625,97.17827606201172,0.5788656592837922,100.80304284827157
89,3544.90771484375,103.00819396972656,0.5823845994618091,99.28534464914097
90,3570.05517578125,109.68767547607422,0.5775201821569034,97.34423514800248
91,3349.806640625,92.41302490234375,0.5745187331815359,93.74249637756158
92,3429.170654296875,105.95868682861328,0.5851790519561167,92.73018008693852
93,3415.93310546875,96.23726654052734,0.5726557648519975,94.94069550817636
94,3352.063720703125,83.169189453125,0.572138273649348,96.1965431587663
95,3354.3173828125,110.5254898071289,0.583730076588698,95.80045539225833
96,3350.986572265625,118.20463562011719,0.5801076381701511,106.21920927344235
97,3345.014892578125,92.43712615966797,0.595321879528048,86.00714137859656
98,3288.59326171875,86.90933990478516,0.5856965431587663,89.54647070999793
99,3239.69921875,94.37228393554688,0.5823845994618091,88.59853032498448
100,3238.396484375,86.45038604736328,0.583730076588698,83.73556199544608
101,3315.98291015625,82.60667419433594,0.5864210308424757,86.74953425791762
102,3210.458984375,98.95651245117188,0.5792796522459118,87.68847029600497
103,3217.608154296875,82.4080810546875,0.5898364727799628,89.75522666114676
104,3140.318359375,92.61492919921875,0.5936659076795694,86.35468847029601
105,3167.566162109375,106.95585632324219,0.598840819706065,81.49430759677085
106,3134.725830078125,103.60391235351562,0.5919064375905609,92.75905609604636
107,3123.690185546875,91.28329467773438,0.5835230801076382,96.45518526185054
108,3123.4052734375,98.0611343383789,0.5933554129579797,87.6432415648934
109,3144.14599609375,71.28547668457031,0.5836265783481681,89.52846201614572
110,3065.5703125,93.00416564941406,0.5995653073897744,83.1854688470296
111,3032.2900390625,85.81944274902344,0.591802939350031,90.21776029807494
112,3000.015869140625,98.24811553955078,0.5852825501966467,90.8086317532602
113,3121.0908203125,101.5107192993164,0.6011177809977231,87.10815566135376
114,3044.618408203125,71.61729431152344,0.60463672117574,96.21993376112606
115,3094.27099609375,100.99722290039062,0.596563858414407,96.02245911819499
116,2985.77978515625,86.43128204345703,0.5930449182363899,89.65090043469262
117,3038.669677734375,107.84818267822266,0.6056717035810392,88.73235354998965
118,3115.4111328125,83.78114318847656,0.5948043883253985,91.18847029600497
119,2887.504638671875,95.39799499511719,0.5979093355412958,91.26433450631339
120,3073.111328125,81.64745330810547,0.6001862968329539,84.19488718691782
121,2971.313232421875,78.07785034179688,0.5909749534257918,91.03374042641275
122,2954.922119140625,122.94511413574219,0.6130200786586628,83.4536327882426
123,2993.92138671875,91.60386657714844,0.5972883460981163,93.32850341544194
124,2967.73486328125,80.06866455078125,0.5983233285034154,91.7982819292072
125,2948.811279296875,86.40097045898438,0.5968743531359967,93.19364520803147
126,2962.87353515625,71.06825256347656,0.6083626578348168,75.91709790933554
127,2922.90380859375,92.2939682006836,0.6077416683916373,82.60308424756779
128,2891.913818359375,92.23307800292969,0.5924239287932105,88.43924653280894
129,2911.087646484375,87.8175277709961,0.603498240529911,91.52359759884082
130,2912.068359375,99.91153717041016,0.6047402194162699,82.23732146553509
131,2861.235595703125,89.9423828125,0.6159180293935003,81.95973918443387
132,2910.378662109375,72.15521240234375,0.6001862968329539,89.43158766300972
133,2853.955810546875,81.66194152832031,0.6037052370109708,88.23245704823017
134,2873.10888671875,78.95288848876953,0.608155661353757,81.31121920927345
135,2800.671875,92.45777893066406,0.6170565100393294,79.90716207824467
136,2760.035888671875,83.38082885742188,0.608155661353757,88.05143862554337
137,2745.23583984375,86.34012603759766,0.6008072862761333,81.1422065824881
138,2901.190185546875,101.07533264160156,0.610432622645415,77.12419788863589
139,2813.96630859375,71.29436492919922,0.6117780997723039,75.13785965638584
140,2727.65966796875,107.9969482421875,0.6064996895052784,79.78472365969779
141,2735.99560546875,76.05487060546875,0.6194369695715173,71.00124197888636
142,2804.49951171875,78.14778137207031,0.6042227282136203,83.45094183398882
143,2805.293701171875,77.41825103759766,0.6068101842268682,74.71734630511281
144,2770.6494140625,81.40274810791016,0.6126060856965432,80.03829434899606
145,2731.66748046875,90.45682525634766,0.6140550610639619,82.66445870420203
146,2796.76171875,97.45165252685547,0.6161250258745601,82.76040157317325
147,2689.957763671875,77.2094955444336,0.6105361208859449,80.391016352722
148,2762.88671875,77.78926849365234,0.6113641068101843,82.09045746222314
149,2743.8935546875,93.724365234375,0.6121920927344235,74.12823432001656
150,2748.3173828125,79.47088623046875,0.6117780997723039,82.38770440902505
151,2578.650634765625,94.70120239257812,0.6135375698613124,82.8840819706065
152,2683.268310546875,66.7304458618164,0.6169530117987995,76.63496170565101
153,2696.5390625,92.28717041015625,0.6137445663423722,83.56096046367212
154,2747.71533203125,82.22904205322266,0.6195404678120472,74.17832746843304
155,2651.89111328125,87.6401596069336,0.6205754502173463,79.26723245704822
156,2637.209228515625,86.45338439941406,0.6125025874560133,81.03788035603395
157,2646.837890625,80.31974792480469,0.6218174291037052,79.35975988408197
158,2647.9404296875,97.49575805664062,0.6261643552059615,75.23918443386462
159,2710.9755859375,75.56938171386719,0.6184019871662182,81.88459946180915
160,2721.279541015625,78.71385955810547,0.6160215276340302,84.9415234941006
161,2642.163818359375,97.28568267822266,0.6231629062305941,73.2640240115918
162,2503.27587890625,80.07514953613281,0.6171600082798593,75.23432001655972
163,2649.754638671875,74.19559478759766,0.6222314220658249,70.77002690954254
164,2524.083251953125,77.62506103515625,0.6109501138480646,71.18246739805423
165,2665.968505859375,85.11664581298828,0.6222314220658249,72.20834195818671
166,2582.396484375,87.9425277709961,0.6171600082798593,68.73949492858621
167,2662.7294921875,75.51560974121094,0.6319602566756365,75.33264334506313
168,2608.55078125,81.05501556396484,0.6185054854067481,78.94618091492444
169,2605.383544921875,68.83291625976562,0.6210929414199958,76.28296418960878
170,2540.46728515625,97.72074127197266,0.6206789484578762,70.6802939350031
171,2476.868896484375,94.31476593017578,0.6273028358517905,83.15452287311116
172,2536.3857421875,69.11819458007812,0.6276133305733802,71.30035189401781
173,2626.8271484375,87.0096206665039,0.6233699027116539,80.43396812254191
